first_name,last_name,phone,company,email,birthday,last_contact,next_contact
Corilla,Gockeler,5555916891,Jabberstorm,cgockeler72@meetup.com,14/02/1950,04/12/2020,11/01/2023
Foster,Bard,4925348667,Devcast,fbard73@sun.com,28/04/1974,14/07/2020,08/01/2023
Jasmine,Tight,6705724505,Jayo,jtight74@yale.edu,26/06/1981,,07/01/2023
Millisent,Yablsley,5849009330,Kayveo,myablsley75@flavors.me,05/12/1975,01/09/2022,10/01/2023
Keefe,Fellibrand,1419488307,Browsedrive,kfellibrand76@ca.gov,02/06/1970,30/08/2020,07/01/2023
Celestyna,Jackman,7563960570,Tagcat,cjackman77@yale.edu,21/04/1955,07/07/2021,
Leif,Janek,7304975659,Zooveo,ljanek78@mozilla.org,06/05/1989,23/12/2022,11/01/2023
Sela,Balassa,2743114982,Yakijo,sbalassa79@japanpost.jp,17/02/1958,12/10/2022,08/01/2023
Herschel,Blondelle,7918937745,Thoughtblab,hblondelle7a@mtv.com,01/07/1960,25/07/2021,11/01/2023
Cornelia,Frears,7792833019,Meedoo,cfrears7b@eventbrite.com,11/10/1952,09/08/2022,09/01/2023
Ahmed,Dunston,5976879930,Wordtune,adunston7c@twitter.com,14/12/1971,24/05/2021,
Erina,Eaden,8986316575,Jayo,eeaden7d@theatlantic.com,19/06/1956,17/12/2022,09/01/2023
Maximilianus,Cessford,1393184698,Jaxnation,mcessford7e@auda.org.au,07/12/1979,04/10/2022,10/01/2023
Clement,Gerbl,8633499879,Eabox,cgerbl7f@tmall.com,03/08/1982,13/11/2021,11/01/2023
Ham,Arundel,9312486433,Gigazoom,harundel7g@craigslist.org,26/11/1973,13/05/2021,08/01/2023
Benjamen,Limpricht,3779355588,Janyx,blimpricht7h@hp.com,28/10/1951,30/12/2020,
Sharla,Phibb,4159809853,Topicshots,sphibb7i@oaic.gov.au,04/11/1960,04/10/2021,06/01/2023
Piggy,Pentin,7675292319,Devcast,ppentin7j@eepurl.com,23/11/1959,17/02/2020,09/01/2023
Erwin,McGonigle,2573665992,Gigabox,emcgonigle7k@engadget.com,13/07/1981,27/03/2020,
Babs,Dickons,3179254155,Oyoba,bdickons7l@multiply.com,03/11/1958,12/01/2020,08/01/2023
Alaric,Knuckles,2098987288,Blogpad,aknuckles7m@ox.ac.uk,04/04/1962,26/02/2021,
Lynsey,Goldsack,3425867347,Zoozzy,lgoldsack7n@time.com,10/11/1981,,
Lorry,O'Leary,9811375714,Photobean,loleary7o@facebook.com,28/04/1954,23/06/2022,09/01/2023
Blayne,Perris,2104646754,Rooxo,bperris7p@hc360.com,24/07/1960,14/06/2022,06/01/2023
Garth,Byway,9811921192,Dabjam,gbyway7q@gnu.org,24/09/1952,01/04/2021,06/01/2023
Micky,Sainthill,9192031646,Skinder,msainthill7r@aboutads.info,20/11/1953,05/06/2022,06/01/2023
Joellyn,Pestricke,1236879001,Plajo,jpestricke7s@cnbc.com,01/05/1954,21/07/2020,
Genvieve,Hackforth,2924555711,Topicblab,ghackforth7t@elpais.com,30/04/1972,22/02/2020,07/01/2023
Lefty,Anthes,5935181754,Wikivu,lanthes7u@discuz.net,17/05/1981,26/01/2020,09/01/2023
Devonne,Marcos,8187596687,Eazzy,dmarcos7v@geocities.com,16/04/1968,28/11/2021,10/01/2023
Hedvige,Mattersey,7534750566,Jabbercube,hmattersey7w@tiny.cc,31/08/1950,10/04/2021,07/01/2023
Matilda,Esselin,5835544769,Meetz,messelin7x@seesaa.net,10/09/1982,12/01/2021,07/01/2023
Braden,Elvey,5814590500,Devpoint,belvey7y@arizona.edu,04/06/1952,31/03/2022,
Eve,McLeish,5255334947,Avamm,emcleish7z@msu.edu,16/08/1973,03/06/2021,10/01/2023
Lara,Gelland,6338087037,Gabtune,lgelland80@wunderground.com,28/10/1976,28/02/2020,11/01/2023
Gilberta,Manion,1732074586,Skinder,gmanion81@dailymotion.com,24/12/1975,17/10/2022,09/01/2023
Launce,Busst,6003935190,Trilith,lbusst82@jalbum.net,19/09/1984,08/05/2021,07/01/2023
Angelle,Potteridge,6637076051,Jaxnation,apotteridge83@unblog.fr,24/11/1966,19/07/2021,11/01/2023
Gilbertina,Kubach,2548851263,Edgetag,gkubach84@homestead.com,13/11/1989,08/03/2020,06/01/2023
Erny,Shotboult,1124792191,Twiyo,eshotboult85@behance.net,31/01/1952,11/05/2020,10/01/2023
Terrel,Neaverson,8758207895,Zoombeat,tneaverson86@tinyurl.com,03/02/1980,30/12/2020,09/01/2023
Lorita,Scyner,7319607604,Devcast,lscyner87@mediafire.com,28/05/1972,20/04/2021,08/01/2023
Trisha,Moyle,9104957622,Twiyo,tmoyle88@wiley.com,27/04/1985,04/08/2020,09/01/2023
Valle,Gyorffy,2452876934,Edgetag,vgyorffy89@blinklist.com,16/07/1966,29/11/2022,07/01/2023
Zach,Cawsey,5383911967,Aivee,zcawsey8a@yale.edu,03/09/1977,28/05/2020,07/01/2023
Martino,Coneybeer,5395332618,Mybuzz,mconeybeer8b@utexas.edu,02/11/1975,04/08/2022,
Bernete,Suthren,6073352346,Riffwire,bsuthren8c@reverbnation.com,29/04/1951,25/12/2022,11/01/2023
Ulysses,Knowling,2763938467,Jaxspan,uknowling8d@dyndns.org,13/02/1950,22/01/2020,09/01/2023
Armin,Bhar,1248449570,Wikido,abhar8e@economist.com,06/05/1961,09/07/2021,10/01/2023
Moshe,Ilyuchyov,2496335262,Jabbercube,milyuchyov8f@sitemeter.com,11/08/1950,27/07/2022,09/01/2023
Claudianus,Gownge,8444611765,Livetube,cgownge8g@acquirethisname.com,21/06/1975,19/03/2020,07/01/2023
Trish,Callinan,2043480362,Jazzy,tcallinan8h@rediff.com,13/03/1979,30/11/2022,08/01/2023
Pearla,Shailer,2267611308,Myworks,pshailer8i@usa.gov,10/01/1962,17/04/2021,09/01/2023
Helaina,Jolland,9292556707,Vitz,hjolland8j@diigo.com,02/12/1954,14/02/2022,06/01/2023
Layney,Crocket,5192529761,Plambee,lcrocket8k@cnet.com,20/07/1988,01/02/2020,08/01/2023
Mackenzie,Morphet,8887908520,Thoughtbeat,mmorphet8l@unicef.org,06/12/1977,19/06/2021,
Tarah,Westwater,8666872514,Fiveclub,twestwater8m@studiopress.com,03/11/1952,10/06/2020,10/01/2023
Shermie,Witty,4174795477,Gabtune,switty8n@ucsd.edu,07/03/1980,20/11/2021,09/01/2023
Karlotte,Baalham,6818217997,Kare,kbaalham8o@patch.com,21/12/1983,01/01/2022,09/01/2023
Waldemar,McInteer,7477461397,Kazio,wmcinteer8p@imageshack.us,01/12/1986,28/03/2021,10/01/2023
Matthaeus,Lilleman,2597820364,Rhynoodle,mlilleman8q@sina.com.cn,10/04/1972,13/09/2020,10/01/2023
Lorinda,Marchington,1029499952,Shufflester,lmarchington8r@a8.net,05/02/1980,29/03/2021,07/01/2023
Enos,Shercliff,1999943682,Yambee,eshercliff8s@free.fr,19/04/1980,20/08/2022,08/01/2023
Sascha,Terrington,6199571249,Feednation,sterrington8t@slate.com,02/08/1983,15/02/2022,07/01/2023
Erhard,Rowlatt,2289288301,Feedbug,erowlatt8u@cbc.ca,28/06/1983,16/10/2020,
Kylie,Bownes,7777550250,Topicshots,kbownes8v@networksolutions.com,01/05/1981,13/12/2021,06/01/2023
Ives,Meins,6404658698,Topdrive,imeins8w@boston.com,23/01/1976,11/11/2022,10/01/2023
Cody,Broxup,9578917741,Browseblab,cbroxup8x@examiner.com,10/02/1971,23/12/2020,07/01/2023
Eryn,Duxbarry,4983566274,Dabfeed,eduxbarry8y@sbwire.com,24/08/1986,02/07/2022,11/01/2023
Devinne,Sleep,9408947139,Yakijo,dsleep8z@nyu.edu,25/11/1963,30/08/2022,08/01/2023
Carroll,Reboulet,5344324978,Twitterworks,creboulet90@ed.gov,03/05/1969,24/05/2021,11/01/2023
Nikolia,Arnold,9271099955,Demivee,narnold91@shareasale.com,05/01/1958,20/06/2022,11/01/2023
Rem,Cartmail,5295178996,Avaveo,rcartmail92@liveinternet.ru,19/04/1970,29/07/2020,08/01/2023
Rollins,Siveter,9772591738,Meeveo,rsiveter93@creativecommons.org,22/06/1982,22/11/2021,
Lanny,Armstead,8385642328,Wikido,larmstead94@fema.gov,25/07/1962,25/02/2020,06/01/2023
Carmine,Angliss,4055828037,Kaymbo,cangliss95@usgs.gov,02/09/1960,01/09/2022,06/01/2023
Kane,Jago,7138982513,Gigazoom,kjago96@usgs.gov,19/01/1954,24/04/2022,09/01/2023
Alexandre,Yearsley,1544905595,Feedfire,ayearsley97@jigsy.com,07/03/1983,,10/01/2023
